timestamp,category,rank,name,id,artist
2026-02-05 22:26:40,Free,1,ChatGPT,6448311069,"OpenAI OpCo, LLC"
2026-02-05 22:26:40,Free,2,Freecash - Get Paid Real Money,1673567402,256 REWARDS LTD
2026-02-05 22:26:40,Free,3,Google Gemini,6477489729,Google
2026-02-05 22:26:40,Free,4,Threads,6446901002,"Instagram, Inc."
2026-02-05 22:26:40,Free,5,Grok,6670324846,xAI
2026-02-05 22:26:40,Free,6,Google,284815942,Google
2026-02-05 22:26:40,Free,7,CapCut: Photo & Video Editor,1500855883,Bytedance Pte. Ltd
2026-02-05 22:26:40,Free,8,TurboTax: File Your Tax Return,940247939,Intuit Inc.
2026-02-05 22:26:40,Free,9,WhatsApp Messenger,310633997,WhatsApp Inc.
2026-02-05 22:26:40,Free,10,Gmail - Email by Google,422689480,Google
2026-02-05 22:26:40,Free,11,"Whatnot: Shop, Sell, Connect",1488269261,Whatnot Inc.
2026-02-05 22:26:40,Free,12,"TikTok - Videos, Shop & LIVE",835599320,TikTok Ltd.
2026-02-05 22:26:40,Free,13,Temu: Shop Like a Billionaire,1641486558,Temu
2026-02-05 22:26:40,Free,14,Microsoft Teams,1113153706,Microsoft Corporation
2026-02-05 22:26:40,Free,15,Google Maps,585027354,Google
2026-02-05 22:26:40,Free,16,Instagram,389801252,"Instagram, Inc."
2026-02-05 22:26:40,Free,17,Google Chrome,535886823,Google
2026-02-05 22:26:40,Free,18,X,333903271,X Corp.
2026-02-05 22:26:40,Free,19,Shop: All your favorite brands,1223471316,Shopify Inc.
2026-02-05 22:26:40,Free,20,Facebook,284882215,"Meta Platforms, Inc."
2026-02-05 22:26:40,Free,21,YouTube,544007664,Google
2026-02-05 22:26:40,Free,22,Telegram Messenger,686449807,Telegram FZ-LLC
2026-02-05 22:26:40,Free,23,Indeed Job Search,309735670,Indeed Inc.
2026-02-05 22:26:40,Free,24,Microsoft Authenticator,983156458,Microsoft Corporation
2026-02-05 22:26:40,Free,25,Spotify: Music and Podcasts,324684580,Spotify
2026-02-05 22:26:40,Free,26,Kalshi: Trade the Big Game,1632713844,KalshiEX LLC
2026-02-05 22:26:40,Free,27,SHEIN - Shopping Online,878577184,ROADGET BUSINESS PTE. LTD.
2026-02-05 22:26:40,Free,28,Zoom Workplace,546505307,"Zoom Communications, Inc."
2026-02-05 22:26:40,Free,29,Canva: AI Photo & Video Editor,897446215,Canva
2026-02-05 22:26:40,Free,30,"Discord - Talk, Play, Hang Out",985746746,Discord Inc.
2026-02-05 22:26:40,Free,31,Google Meet,1096918571,Google
2026-02-05 22:26:40,Free,32,Meta AI - Vibes & AI Glasses,1558240027,"Meta Platforms, Inc."
2026-02-05 22:26:40,Free,33,Walmart: Shopping & Savings,338137227,Walmart
2026-02-05 22:26:40,Free,34,Claude by Anthropic,6473753684,Anthropic PBC
2026-02-05 22:26:40,Free,35,"DoorDash: Food, Grocery, More",719972451,"DoorDash, Inc."
2026-02-05 22:26:40,Free,36,Duolingo - Language Lessons,570060128,Duolingo
2026-02-05 22:26:40,Free,37,"PayPal - Pay, Send, Save",283646709,"PayPal, Inc."
2026-02-05 22:26:40,Free,38,Google Docs,842842640,Google
2026-02-05 22:26:40,Free,39,Cash App,711923939,"Block, Inc."
2026-02-05 22:26:40,Free,40,MyChart,382952264,Epic
2026-02-05 22:26:40,Free,41,Amazon Shopping,297606951,AMZN Mobile LLC
2026-02-05 22:26:40,Free,42,Pinterest,429047995,Pinterest
2026-02-05 22:26:40,Free,43,Gauth: AI Study Companion,1542571008,GAUTHTECH PTE. LTD.
2026-02-05 22:26:40,Free,44,Lemon8 - Lifestyle Community,1498607143,TikTok Ltd.
2026-02-05 22:26:40,Free,45,Google Drive,507874739,Google
2026-02-05 22:26:40,Free,46,AI Video - AI Video Generator,6478868302,HUBX
2026-02-05 22:26:40,Free,47,Uber - Request a ride,368677368,"Uber Technologies, Inc."
2026-02-05 22:26:40,Free,48,Snapchat,447188370,"Snap, Inc."
2026-02-05 22:26:40,Free,49,LinkedIn: Network & Job Finder,288429040,LinkedIn Corporation
2026-02-05 22:26:40,Free,50,"Ticketmaster－Buy, Sell Tickets",500003565,Ticketmaster
2026-02-05 22:26:40,Paid,1,Shadowrocket,932747118,Shadow Launch Technology Limited
2026-02-05 22:26:40,Paid,2,HotSchedules,294934058,HotSchedules
2026-02-05 22:26:40,Paid,3,AnkiMobile Flashcards,373493387,Ankitects Pty Ltd
2026-02-05 22:26:40,Paid,4,Procreate Pocket,916366645,Savage Interactive Pty Ltd
2026-02-05 22:26:40,Paid,5,TonalEnergy Tuner & Metronome,497716362,"TonalEnergy, Inc"
2026-02-05 22:26:40,Paid,6,Alien10,1522425038,Saddiq Rahim
2026-02-05 22:26:40,Paid,7,Paprika Recipe Manager 3,1303222868,Hindsight Labs LLC
2026-02-05 22:26:40,Paid,8,Countdown App,1481006495,Ryan Boyling
2026-02-05 22:26:40,Paid,9,imo video calls and chat HD,1400579543,Baby Penguin
2026-02-05 22:26:40,Paid,10,QuickBend: Conduit Bending,1010311475,Bret Hardman
2026-02-05 22:26:40,Paid,11,Monash FODMAP Diet,586149216,Monash University
2026-02-05 22:26:40,Paid,12,MilGPS,405835358,Cascode Labs Pty Ltd
2026-02-05 22:26:40,Paid,13,AutoSleep: Watch Sleep Tracker,1164801111,Tantsissa
2026-02-05 22:26:40,Paid,14,AutoSnore: Snoring Recorder,6746705608,Tantsissa
2026-02-05 22:26:40,Paid,15,PDG PROmote 2026+,482303584,ForceReadiness.com
2026-02-05 22:26:40,Paid,16,Threema. The Secure Messenger,578665578,Threema GmbH
2026-02-05 22:26:40,Paid,17,SkyView®,404990064,Terminal Eleven LLC
2026-02-05 22:26:40,Paid,18,SledNH 2026,6752256823,MapGears inc.
2026-02-05 22:26:40,Paid,19,FL Studio Mobile,432850619,Image Line Software
2026-02-05 22:26:40,Paid,20,Streaks,963034692,Crunchy Bagel
2026-02-05 22:26:40,Paid,21,Things 3,904237743,Cultured Code GmbH & Co. KG
2026-02-05 22:26:40,Paid,22,Tenuto,459313476,musictheory.net
2026-02-05 22:26:40,Paid,23,iReal Pro,298206806,Technimo LLC
2026-02-05 22:26:40,Paid,24,Noir - Dark Mode for Safari,1581140954,Jeffrey Kuiken
2026-02-05 22:26:40,Paid,25,Solocator - GPS Field Camera,582584117,Civi Corp
2026-02-05 22:26:40,Paid,26,LiveATC Air Radio,317809458,Dave Pascoe
2026-02-05 22:26:40,Paid,27,BimmerLink for BMW and MINI,1065360416,SG Software GmbH & Co. KG
2026-02-05 22:26:40,Paid,28,Prepware Aviation Maintenance,338893931,ASA
2026-02-05 22:26:40,Paid,29,Stylebook,335709058,"left brain / right brain, LLC"
2026-02-05 22:26:40,Paid,30,Goblin Tools,6449003064,Skyhook
2026-02-05 22:26:40,Paid,31,Koala Sampler,1449584007,Mazbox Limited
2026-02-05 22:26:40,Paid,32,Wipr 2,1662217862,Kaylee Calderolla
2026-02-05 22:26:40,Paid,33,Moment Pro Camera II,6748837351,Moment Inc.
2026-02-05 22:26:40,Paid,34,PeakFinder,357421934,PeakFinder GmbH
2026-02-05 22:26:40,Paid,35,That's not my Neighbor!,6755674803,武 罗
2026-02-05 22:26:40,Paid,36,Site Audit Pro,430234732,Veam Studios Ltd
2026-02-05 22:26:40,Paid,37,e-Sword LT: Bible Study to Go,634158738,Rick Meyers
2026-02-05 22:26:40,Paid,38,Pocket God,301387274,Bolt Creative
2026-02-05 22:26:40,Paid,39,ASCCP Management Guidelines,1498550832,American Society for Colposcopy and Cervical Pathology Inc
2026-02-05 22:26:40,Paid,40,iBend Pipe,339407922,Francisco Alcala
2026-02-05 22:26:40,Paid,41,HamWatch,6749077658,James Krepelka
2026-02-05 22:26:40,Paid,42,TeleGuard,1505636751,Swisscows AG
2026-02-05 22:26:40,Paid,43,"FORScan Lite - for Ford, Mazda",892347083,Aleksei Savin
2026-02-05 22:26:40,Paid,44,Hear My Baby Heartbeat App 2.0,1111420122,FCP Ltd
2026-02-05 22:26:40,Paid,45,Ugly's Electrical References,1134770838,Informed Publishing
2026-02-05 22:26:40,Paid,46,Photo Scanner Plus,951627022,Photomyne LTD
2026-02-05 22:26:40,Paid,47,OBD Fusion,650684932,"OCTech, LLC"
2026-02-05 22:26:40,Paid,48,HeartWatch: Heart Rate Monitor,1062745479,Tantsissa
2026-02-05 22:26:40,Paid,49,Ableton Note,1633243177,Ableton AG
2026-02-05 22:26:40,Paid,50,Loon,1373567447,Loon Lab Limited
2026-02-05 22:28:57,Free,1,ChatGPT,6448311069,"OpenAI OpCo, LLC"
2026-02-05 22:28:57,Free,2,Freecash - Get Paid Real Money,1673567402,256 REWARDS LTD
2026-02-05 22:28:57,Free,3,Google Gemini,6477489729,Google
2026-02-05 22:28:57,Free,4,Threads,6446901002,"Instagram, Inc."
2026-02-05 22:28:57,Free,5,Grok,6670324846,xAI
2026-02-05 22:28:57,Free,6,Google,284815942,Google
2026-02-05 22:28:57,Free,7,CapCut: Photo & Video Editor,1500855883,Bytedance Pte. Ltd
2026-02-05 22:28:57,Free,8,TurboTax: File Your Tax Return,940247939,Intuit Inc.
2026-02-05 22:28:57,Free,9,WhatsApp Messenger,310633997,WhatsApp Inc.
2026-02-05 22:28:57,Free,10,Gmail - Email by Google,422689480,Google
2026-02-05 22:28:57,Free,11,"Whatnot: Shop, Sell, Connect",1488269261,Whatnot Inc.
2026-02-05 22:28:57,Free,12,"TikTok - Videos, Shop & LIVE",835599320,TikTok Ltd.
2026-02-05 22:28:57,Free,13,Temu: Shop Like a Billionaire,1641486558,Temu
2026-02-05 22:28:57,Free,14,Microsoft Teams,1113153706,Microsoft Corporation
2026-02-05 22:28:57,Free,15,Google Maps,585027354,Google
2026-02-05 22:28:57,Free,16,Instagram,389801252,"Instagram, Inc."
2026-02-05 22:28:57,Free,17,Google Chrome,535886823,Google
2026-02-05 22:28:57,Free,18,X,333903271,X Corp.
2026-02-05 22:28:57,Free,19,Shop: All your favorite brands,1223471316,Shopify Inc.
2026-02-05 22:28:57,Free,20,Facebook,284882215,"Meta Platforms, Inc."
2026-02-05 22:28:57,Free,21,YouTube,544007664,Google
2026-02-05 22:28:57,Free,22,Telegram Messenger,686449807,Telegram FZ-LLC
2026-02-05 22:28:57,Free,23,Indeed Job Search,309735670,Indeed Inc.
2026-02-05 22:28:57,Free,24,Microsoft Authenticator,983156458,Microsoft Corporation
2026-02-05 22:28:57,Free,25,Spotify: Music and Podcasts,324684580,Spotify
2026-02-05 22:28:57,Free,26,Kalshi: Trade the Big Game,1632713844,KalshiEX LLC
2026-02-05 22:28:57,Free,27,SHEIN - Shopping Online,878577184,ROADGET BUSINESS PTE. LTD.
2026-02-05 22:28:57,Free,28,Zoom Workplace,546505307,"Zoom Communications, Inc."
2026-02-05 22:28:57,Free,29,Canva: AI Photo & Video Editor,897446215,Canva
2026-02-05 22:28:57,Free,30,"Discord - Talk, Play, Hang Out",985746746,Discord Inc.
2026-02-05 22:28:57,Free,31,Google Meet,1096918571,Google
2026-02-05 22:28:57,Free,32,Meta AI - Vibes & AI Glasses,1558240027,"Meta Platforms, Inc."
2026-02-05 22:28:57,Free,33,Walmart: Shopping & Savings,338137227,Walmart
2026-02-05 22:28:57,Free,34,Claude by Anthropic,6473753684,Anthropic PBC
2026-02-05 22:28:57,Free,35,"DoorDash: Food, Grocery, More",719972451,"DoorDash, Inc."
2026-02-05 22:28:57,Free,36,Duolingo - Language Lessons,570060128,Duolingo
2026-02-05 22:28:57,Free,37,"PayPal - Pay, Send, Save",283646709,"PayPal, Inc."
2026-02-05 22:28:57,Free,38,Google Docs,842842640,Google
2026-02-05 22:28:57,Free,39,Cash App,711923939,"Block, Inc."
2026-02-05 22:28:57,Free,40,MyChart,382952264,Epic
2026-02-05 22:28:57,Free,41,Amazon Shopping,297606951,AMZN Mobile LLC
2026-02-05 22:28:57,Free,42,Pinterest,429047995,Pinterest
2026-02-05 22:28:57,Free,43,Gauth: AI Study Companion,1542571008,GAUTHTECH PTE. LTD.
2026-02-05 22:28:57,Free,44,Lemon8 - Lifestyle Community,1498607143,TikTok Ltd.
2026-02-05 22:28:57,Free,45,Google Drive,507874739,Google
2026-02-05 22:28:57,Free,46,AI Video - AI Video Generator,6478868302,HUBX
2026-02-05 22:28:57,Free,47,Uber - Request a ride,368677368,"Uber Technologies, Inc."
2026-02-05 22:28:57,Free,48,Snapchat,447188370,"Snap, Inc."
2026-02-05 22:28:57,Free,49,LinkedIn: Network & Job Finder,288429040,LinkedIn Corporation
2026-02-05 22:28:57,Free,50,"Ticketmaster－Buy, Sell Tickets",500003565,Ticketmaster
2026-02-05 22:58:02,Paid,1,Shadowrocket,932747118,Shadow Launch Technology Limited
2026-02-05 22:58:02,Paid,2,HotSchedules,294934058,HotSchedules
2026-02-05 22:58:02,Paid,3,AnkiMobile Flashcards,373493387,Ankitects Pty Ltd
2026-02-05 22:58:02,Paid,4,Procreate Pocket,916366645,Savage Interactive Pty Ltd
2026-02-05 22:58:02,Paid,5,TonalEnergy Tuner & Metronome,497716362,"TonalEnergy, Inc"
2026-02-05 22:58:02,Paid,6,Alien10,1522425038,Saddiq Rahim
2026-02-05 22:58:02,Paid,7,Paprika Recipe Manager 3,1303222868,Hindsight Labs LLC
2026-02-05 22:58:02,Paid,8,Countdown App,1481006495,Ryan Boyling
2026-02-05 22:58:02,Paid,9,imo video calls and chat HD,1400579543,Baby Penguin
2026-02-05 22:58:02,Paid,10,QuickBend: Conduit Bending,1010311475,Bret Hardman
2026-02-05 22:58:02,Paid,11,Monash FODMAP Diet,586149216,Monash University
2026-02-05 22:58:02,Paid,12,MilGPS,405835358,Cascode Labs Pty Ltd
2026-02-05 22:58:02,Paid,13,AutoSleep: Watch Sleep Tracker,1164801111,Tantsissa
2026-02-05 22:58:02,Paid,14,AutoSnore: Snoring Recorder,6746705608,Tantsissa
2026-02-05 22:58:02,Paid,15,PDG PROmote 2026+,482303584,ForceReadiness.com
2026-02-05 22:58:02,Paid,16,Threema. The Secure Messenger,578665578,Threema GmbH
2026-02-05 22:58:02,Paid,17,SkyView®,404990064,Terminal Eleven LLC
2026-02-05 22:58:02,Paid,18,SledNH 2026,6752256823,MapGears inc.
2026-02-05 22:58:02,Paid,19,FL Studio Mobile,432850619,Image Line Software
2026-02-05 22:58:02,Paid,20,Streaks,963034692,Crunchy Bagel
2026-02-05 22:58:02,Paid,21,Things 3,904237743,Cultured Code GmbH & Co. KG
2026-02-05 22:58:02,Paid,22,Tenuto,459313476,musictheory.net
2026-02-05 22:58:02,Paid,23,iReal Pro,298206806,Technimo LLC
2026-02-05 22:58:02,Paid,24,Noir - Dark Mode for Safari,1581140954,Jeffrey Kuiken
2026-02-05 22:58:02,Paid,25,Solocator - GPS Field Camera,582584117,Civi Corp
2026-02-05 22:58:02,Paid,26,LiveATC Air Radio,317809458,Dave Pascoe
2026-02-05 22:58:02,Paid,27,BimmerLink for BMW and MINI,1065360416,SG Software GmbH & Co. KG
2026-02-05 22:58:02,Paid,28,Prepware Aviation Maintenance,338893931,ASA
2026-02-05 22:58:02,Paid,29,Stylebook,335709058,"left brain / right brain, LLC"
2026-02-05 22:58:02,Paid,30,Goblin Tools,6449003064,Skyhook
2026-02-05 22:58:02,Paid,31,Koala Sampler,1449584007,Mazbox Limited
2026-02-05 22:58:02,Paid,32,Wipr 2,1662217862,Kaylee Calderolla
2026-02-05 22:58:02,Paid,33,Moment Pro Camera II,6748837351,Moment Inc.
2026-02-05 22:58:02,Paid,34,PeakFinder,357421934,PeakFinder GmbH
2026-02-05 22:58:02,Paid,35,That's not my Neighbor!,6755674803,武 罗
2026-02-05 22:58:02,Paid,36,Site Audit Pro,430234732,Veam Studios Ltd
2026-02-05 22:58:02,Paid,37,e-Sword LT: Bible Study to Go,634158738,Rick Meyers
2026-02-05 22:58:02,Paid,38,Pocket God,301387274,Bolt Creative
2026-02-05 22:58:02,Paid,39,ASCCP Management Guidelines,1498550832,American Society for Colposcopy and Cervical Pathology Inc
2026-02-05 22:58:02,Paid,40,iBend Pipe,339407922,Francisco Alcala
2026-02-05 22:58:02,Paid,41,HamWatch,6749077658,James Krepelka
2026-02-05 22:58:02,Paid,42,TeleGuard,1505636751,Swisscows AG
2026-02-05 22:58:02,Paid,43,"FORScan Lite - for Ford, Mazda",892347083,Aleksei Savin
2026-02-05 22:58:02,Paid,44,Hear My Baby Heartbeat App 2.0,1111420122,FCP Ltd
2026-02-05 22:58:02,Paid,45,Ugly's Electrical References,1134770838,Informed Publishing
2026-02-05 22:58:02,Paid,46,Photo Scanner Plus,951627022,Photomyne LTD
2026-02-05 22:58:02,Paid,47,OBD Fusion,650684932,"OCTech, LLC"
2026-02-05 22:58:02,Paid,48,HeartWatch: Heart Rate Monitor,1062745479,Tantsissa
2026-02-05 22:58:02,Paid,49,Ableton Note,1633243177,Ableton AG
2026-02-05 22:58:02,Paid,50,Loon,1373567447,Loon Lab Limited
2026-02-05 23:32:29,Free,1,ChatGPT,6448311069,"OpenAI OpCo, LLC"
2026-02-05 23:32:29,Free,2,Freecash - Get Paid Real Money,1673567402,256 REWARDS LTD
2026-02-05 23:32:29,Free,3,Google Gemini,6477489729,Google
2026-02-05 23:32:29,Free,4,Threads,6446901002,"Instagram, Inc."
2026-02-05 23:32:29,Free,5,Grok,6670324846,xAI
2026-02-05 23:32:29,Free,6,Google,284815942,Google
2026-02-05 23:32:29,Free,7,CapCut: Photo & Video Editor,1500855883,Bytedance Pte. Ltd
2026-02-05 23:32:29,Free,8,TurboTax: File Your Tax Return,940247939,Intuit Inc.
2026-02-05 23:32:29,Free,9,WhatsApp Messenger,310633997,WhatsApp Inc.
2026-02-05 23:32:29,Free,10,Gmail - Email by Google,422689480,Google
2026-02-05 23:32:29,Free,11,"Whatnot: Shop, Sell, Connect",1488269261,Whatnot Inc.
2026-02-05 23:32:29,Free,12,"TikTok - Videos, Shop & LIVE",835599320,TikTok Ltd.
2026-02-05 23:32:29,Free,13,Temu: Shop Like a Billionaire,1641486558,Temu
2026-02-05 23:32:29,Free,14,Microsoft Teams,1113153706,Microsoft Corporation
2026-02-05 23:32:29,Free,15,Google Maps,585027354,Google
2026-02-05 23:32:29,Free,16,Instagram,389801252,"Instagram, Inc."
2026-02-05 23:32:29,Free,17,Google Chrome,535886823,Google
2026-02-05 23:32:29,Free,18,X,333903271,X Corp.
2026-02-05 23:32:29,Free,19,Shop: All your favorite brands,1223471316,Shopify Inc.
2026-02-05 23:32:29,Free,20,Facebook,284882215,"Meta Platforms, Inc."
2026-02-05 23:32:29,Free,21,YouTube,544007664,Google
2026-02-05 23:32:29,Free,22,Telegram Messenger,686449807,Telegram FZ-LLC
2026-02-05 23:32:29,Free,23,Indeed Job Search,309735670,Indeed Inc.
2026-02-05 23:32:29,Free,24,Microsoft Authenticator,983156458,Microsoft Corporation
2026-02-05 23:32:29,Free,25,Spotify: Music and Podcasts,324684580,Spotify
2026-02-05 23:32:29,Free,26,Kalshi: Trade the Big Game,1632713844,KalshiEX LLC
2026-02-05 23:32:29,Free,27,SHEIN - Shopping Online,878577184,ROADGET BUSINESS PTE. LTD.
2026-02-05 23:32:29,Free,28,Zoom Workplace,546505307,"Zoom Communications, Inc."
2026-02-05 23:32:29,Free,29,Canva: AI Photo & Video Editor,897446215,Canva
2026-02-05 23:32:29,Free,30,"Discord - Talk, Play, Hang Out",985746746,Discord Inc.
2026-02-05 23:32:29,Free,31,Google Meet,1096918571,Google
2026-02-05 23:32:29,Free,32,Meta AI - Vibes & AI Glasses,1558240027,"Meta Platforms, Inc."
2026-02-05 23:32:29,Free,33,Walmart: Shopping & Savings,338137227,Walmart
2026-02-05 23:32:29,Free,34,Claude by Anthropic,6473753684,Anthropic PBC
2026-02-05 23:32:29,Free,35,"DoorDash: Food, Grocery, More",719972451,"DoorDash, Inc."
2026-02-05 23:32:29,Free,36,Duolingo - Language Lessons,570060128,Duolingo
2026-02-05 23:32:29,Free,37,"PayPal - Pay, Send, Save",283646709,"PayPal, Inc."
2026-02-05 23:32:29,Free,38,Google Docs,842842640,Google
2026-02-05 23:32:29,Free,39,Cash App,711923939,"Block, Inc."
2026-02-05 23:32:29,Free,40,MyChart,382952264,Epic
2026-02-05 23:32:29,Free,41,Amazon Shopping,297606951,AMZN Mobile LLC
2026-02-05 23:32:29,Free,42,Pinterest,429047995,Pinterest
2026-02-05 23:32:29,Free,43,Gauth: AI Study Companion,1542571008,GAUTHTECH PTE. LTD.
2026-02-05 23:32:29,Free,44,Lemon8 - Lifestyle Community,1498607143,TikTok Ltd.
2026-02-05 23:32:29,Free,45,Google Drive,507874739,Google
2026-02-05 23:32:29,Free,46,AI Video - AI Video Generator,6478868302,HUBX
2026-02-05 23:32:29,Free,47,Uber - Request a ride,368677368,"Uber Technologies, Inc."
2026-02-05 23:32:29,Free,48,Snapchat,447188370,"Snap, Inc."
2026-02-05 23:32:29,Free,49,LinkedIn: Network & Job Finder,288429040,LinkedIn Corporation
2026-02-05 23:32:29,Free,50,"Ticketmaster－Buy, Sell Tickets",500003565,Ticketmaster
2026-02-05 23:32:29,Paid,1,Shadowrocket,932747118,Shadow Launch Technology Limited
2026-02-05 23:32:29,Paid,2,HotSchedules,294934058,HotSchedules
2026-02-05 23:32:29,Paid,3,AnkiMobile Flashcards,373493387,Ankitects Pty Ltd
2026-02-05 23:32:29,Paid,4,Procreate Pocket,916366645,Savage Interactive Pty Ltd
2026-02-05 23:32:29,Paid,5,TonalEnergy Tuner & Metronome,497716362,"TonalEnergy, Inc"
2026-02-05 23:32:29,Paid,6,Alien10,1522425038,Saddiq Rahim
2026-02-05 23:32:29,Paid,7,Paprika Recipe Manager 3,1303222868,Hindsight Labs LLC
2026-02-05 23:32:29,Paid,8,Countdown App,1481006495,Ryan Boyling
2026-02-05 23:32:29,Paid,9,imo video calls and chat HD,1400579543,Baby Penguin
2026-02-05 23:32:29,Paid,10,QuickBend: Conduit Bending,1010311475,Bret Hardman
2026-02-05 23:32:29,Paid,11,Monash FODMAP Diet,586149216,Monash University
2026-02-05 23:32:29,Paid,12,MilGPS,405835358,Cascode Labs Pty Ltd
2026-02-05 23:32:29,Paid,13,AutoSleep: Watch Sleep Tracker,1164801111,Tantsissa
2026-02-05 23:32:29,Paid,14,AutoSnore: Snoring Recorder,6746705608,Tantsissa
2026-02-05 23:32:29,Paid,15,PDG PROmote 2026+,482303584,ForceReadiness.com
2026-02-05 23:32:29,Paid,16,Threema. The Secure Messenger,578665578,Threema GmbH
2026-02-05 23:32:29,Paid,17,SkyView®,404990064,Terminal Eleven LLC
2026-02-05 23:32:29,Paid,18,SledNH 2026,6752256823,MapGears inc.
2026-02-05 23:32:29,Paid,19,FL Studio Mobile,432850619,Image Line Software
2026-02-05 23:32:29,Paid,20,Streaks,963034692,Crunchy Bagel
2026-02-05 23:32:29,Paid,21,Things 3,904237743,Cultured Code GmbH & Co. KG
2026-02-05 23:32:29,Paid,22,Tenuto,459313476,musictheory.net
2026-02-05 23:32:29,Paid,23,iReal Pro,298206806,Technimo LLC
2026-02-05 23:32:29,Paid,24,Noir - Dark Mode for Safari,1581140954,Jeffrey Kuiken
2026-02-05 23:32:29,Paid,25,Solocator - GPS Field Camera,582584117,Civi Corp
2026-02-05 23:32:29,Paid,26,LiveATC Air Radio,317809458,Dave Pascoe
2026-02-05 23:32:29,Paid,27,BimmerLink for BMW and MINI,1065360416,SG Software GmbH & Co. KG
2026-02-05 23:32:29,Paid,28,Prepware Aviation Maintenance,338893931,ASA
2026-02-05 23:32:29,Paid,29,Stylebook,335709058,"left brain / right brain, LLC"
2026-02-05 23:32:29,Paid,30,Goblin Tools,6449003064,Skyhook
2026-02-05 23:32:29,Paid,31,Koala Sampler,1449584007,Mazbox Limited
2026-02-05 23:32:29,Paid,32,Wipr 2,1662217862,Kaylee Calderolla
2026-02-05 23:32:29,Paid,33,Moment Pro Camera II,6748837351,Moment Inc.
2026-02-05 23:32:29,Paid,34,PeakFinder,357421934,PeakFinder GmbH
2026-02-05 23:32:29,Paid,35,That's not my Neighbor!,6755674803,武 罗
2026-02-05 23:32:29,Paid,36,Site Audit Pro,430234732,Veam Studios Ltd
2026-02-05 23:32:29,Paid,37,e-Sword LT: Bible Study to Go,634158738,Rick Meyers
2026-02-05 23:32:29,Paid,38,Pocket God,301387274,Bolt Creative
2026-02-05 23:32:29,Paid,39,ASCCP Management Guidelines,1498550832,American Society for Colposcopy and Cervical Pathology Inc
2026-02-05 23:32:29,Paid,40,iBend Pipe,339407922,Francisco Alcala
2026-02-05 23:32:29,Paid,41,HamWatch,6749077658,James Krepelka
2026-02-05 23:32:29,Paid,42,TeleGuard,1505636751,Swisscows AG
2026-02-05 23:32:29,Paid,43,"FORScan Lite - for Ford, Mazda",892347083,Aleksei Savin
2026-02-05 23:32:29,Paid,44,Hear My Baby Heartbeat App 2.0,1111420122,FCP Ltd
2026-02-05 23:32:29,Paid,45,Ugly's Electrical References,1134770838,Informed Publishing
2026-02-05 23:32:29,Paid,46,Photo Scanner Plus,951627022,Photomyne LTD
2026-02-05 23:32:29,Paid,47,OBD Fusion,650684932,"OCTech, LLC"
2026-02-05 23:32:29,Paid,48,HeartWatch: Heart Rate Monitor,1062745479,Tantsissa
2026-02-05 23:32:29,Paid,49,Ableton Note,1633243177,Ableton AG
2026-02-05 23:32:29,Paid,50,Loon,1373567447,Loon Lab Limited
2026-02-05 23:57:55,Free,1,ChatGPT,6448311069,"OpenAI OpCo, LLC"
2026-02-05 23:57:55,Free,2,Freecash - Get Paid Real Money,1673567402,256 REWARDS LTD
2026-02-05 23:57:55,Free,3,Google Gemini,6477489729,Google
